Edad,D1_MaxD12m,DiasAtrasos_12m,AntiguedadSF_u24m,flg_Garantias,flg_SituacionLaboral,Default,flg_Clean
30,0.034309299,1,15,0,0,0,1
49,0.009280457,1,24,0,0,0,1
31,0.557320568,0,15,0,0,1,1
35,0.997940679,4,15,1,1,0,1
44,0.025899824,2,22,0,1,0,1
46,0.855082702,1,24,1,1,0,1
41,0.942889494,3,21,0,1,0,1
46,0.014242302,3,24,1,1,0,1
38,0.945019359,1,22,0,0,0,1
34,0.474031464,0,24,0,1,0,1
41,0.042212404,1,17,1,1,0,1
49,0.278474003,4,19,0,1,0,1
34,0.197713861,0,24,1,1,0,1
41,0.362514536,2,24,0,0,0,1
47,0.864375441,2,23,0,1,0,1
41,0.653045804,1,17,0,1,0,1
46,0.078564673,2,22,1,0,0,1
41,0.365507087,2,22,0,0,0,1
33,0.750826788,3,24,0,0,0,1
41,0.129837747,2,22,0,1,0,1
48,0.634973093,5,17,1,1,0,1
43,0.97101352,1,19,0,0,0,1
47,0.067818691,2,21,0,1,0,1
37,0.131263011,0,19,0,1,0,1
45,0.999973689,2,24,0,0,0,1
41,0.065372708,1,19,0,1,0,1
34,0.058685763,5,24,0,0,0,1
42,0.338901591,2,24,1,0,0,1
47,0.993342021,1,19,1,1,0,1
40,0.121042156,3,23,0,1,0,1
43,0.005080747,3,14,0,0,0,1
45,0.706644363,4,24,0,1,0,1
47,0.848572787,2,19,0,1,0,1
45,0.920499674,0,23,1,0,0,1
36,0.602848735,3,22,0,1,0,1
42,0.804769392,5,24,0,1,0,1
42,0.95984541,4,24,0,1,0,1
38,0.96142043,2,21,0,1,0,1
40,0.885400744,1,22,0,1,0,1
37,0.832443588,2,24,0,1,1,1
42,0.067893173,3,20,0,1,0,1
38,0.962945697,2,23,0,1,0,1
45,0.026468026,1,24,0,0,0,1
43,0.482702092,1,23,0,1,0,1
42,0.013028095,1,21,0,1,0,1
34,0.999548297,2,15,0,1,0,1
43,0.055592308,0,18,0,1,0,1
52,0.576147239,1,21,0,1,0,1
39,0.999174308,4,24,1,0,0,1
51,0.034685126,1,23,1,0,0,1
38,0.286216221,2,24,0,0,0,1
36,0.094634621,2,23,0,0,0,1
35,0.955210434,1,20,0,1,0,1
45,0.004807409,2,15,1,0,0,1
50,0.251432166,3,24,0,1,0,1
36,0.583558262,3,24,1,1,0,1
39,0.557734025,2,22,0,1,0,1
37,0.006580095,5,22,1,1,0,1
37,0.054613691,3,24,0,1,0,1
66,0.634959222,2,24,0,1,0,1
41,0.137984612,3,24,0,0,0,1
37,0.012488804,1,24,0,1,0,1
29,0.964182029,2,22,0,0,0,1
28,0.024886212,1,23,0,1,0,1
33,0.01827523,4,22,0,1,0,1
52,0.279597284,1,14,0,1,0,1
27,0.774308326,1,13,0,1,0,1
43,0.518413739,2,12,0,0,0,1
35,0.002012922,2,24,1,1,0,1
50,0.259008595,1,24,0,1,0,1
40,0.531025778,2,24,0,1,0,1
50,0.969557787,1,24,0,1,0,1
55,0.036199646,2,24,0,1,0,1
43,0.35789099,1,22,1,0,0,1
48,0.758996712,3,24,1,0,0,1
36,0.934647137,3,24,1,1,0,1
40,0.296535177,4,21,0,0,0,1
45,0.278879769,1,23,0,1,0,1
44,0.452700079,2,23,0,1,0,1
35,0.01091868,7,19,0,1,0,1
43,0.004707827,2,17,0,0,0,1
48,0.75889699,2,23,0,1,0,1
41,0.475963815,1,24,1,1,0,1
49,0.253570138,2,22,0,0,0,1
42,0.728131552,1,22,0,1,0,1
45,0.143041457,1,15,0,0,0,1
40,0.036034268,2,23,1,0,0,1
41,0.074922279,3,20,0,0,0,1
30,0.987701582,1,24,0,1,0,1
42,0.964865471,4,20,0,1,0,1
33,0.741649144,1,14,0,1,0,1
34,0.567580814,5,20,0,0,0,1
45,0.474146225,1,21,0,1,0,1
48,0.683095181,0,23,0,0,0,1
39,0.893235006,2,24,0,1,0,1
51,0.539417648,1,13,0,0,0,1
48,0.986744709,2,20,0,1,0,1
36,0.773154161,1,24,0,1,0,1
35,0.683543478,2,21,0,0,0,1
41,0.541934272,1,24,1,0,0,1
36,0.285162825,2,18,0,1,0,1
42,0.009030557,2,24,1,1,0,1
38,0.439950275,2,20,0,0,0,1
35,0.540422045,1,21,0,0,0,1
31,0.022763999,5,24,0,0,1,1
39,0.010418906,3,23,0,0,0,1
37,0.938663233,2,24,1,1,0,1
35,0.528166023,6,23,0,1,0,1
45,0.742964515,1,18,0,0,0,1
40,0.645866787,1,24,1,1,0,1
37,0.96561242,1,21,0,1,0,1
35,0.977748044,2,16,0,1,0,1
36,0.576102038,3,21,0,1,0,1
46,0.993652485,7,21,0,1,0,1
35,0.498980347,0,24,0,0,0,1
38,0.733583065,1,19,0,1,0,1
31,0.999160319,1,24,1,0,0,1
42,0.937595297,3,18,0,1,0,1
40,0.810902511,1,23,0,0,0,1
34,0.613661307,1,13,1,0,0,1
34,0.29353802,0,23,0,1,0,1
40,0.639853364,1,20,1,1,0,1
43,0.836881291,5,24,0,1,0,1
37,0.00796195,3,20,0,1,0,1
49,0.264869709,1,16,1,1,0,1
39,0.006341619,1,23,0,1,0,1
38,0.19977151,2,24,0,0,0,1
35,0.022671202,1,20,0,0,0,1
38,0.274745237,3,15,0,0,0,1
44,0.083139458,2,24,0,1,0,1
50,0.8135059,1,22,0,0,0,1
37,0.518490314,2,16,0,1,0,1
45,0.042021666,1,18,0,1,0,1
37,0.75021026,3,20,0,1,0,1
39,0.223552031,2,19,0,0,0,1
41,0.306497305,2,17,0,1,0,1
42,0.944035927,1,21,0,0,0,1
45,0.934636662,0,13,0,1,0,1
46,0.729351406,1,22,0,1,0,1
43,0.856642282,1,23,1,0,0,1
36,0.99635304,2,24,1,1,0,1
38,0.317021395,1,23,0,0,0,1
37,0.048007738,0,22,1,1,0,1
36,0.550423451,2,24,0,1,0,1
41,0.69606287,4,24,0,0,0,1
34,0.01059085,2,24,0,0,0,1
54,0.212580784,3,23,0,1,0,1
40,0.156832814,2,19,0,1,0,1
41,0.627692074,2,24,0,0,0,1
46,0.137028274,1,23,0,1,0,1
46,0.984216582,3,23,1,1,0,1
44,0.024009558,1,24,1,1,0,1
34,0.999469075,1,18,0,0,0,1
31,0.092711714,4,20,0,1,0,1
36,0.225210488,0,23,0,1,0,1
43,0.091354931,2,24,0,1,0,1
30,0.021602017,2,21,0,1,0,1
33,0.00933218,1,24,0,1,0,1
39,0.998769127,3,24,1,1,0,1
33,0.279465633,1,17,0,1,0,1
32,0.467263151,2,19,0,0,0,1
37,0.730376996,2,22,0,1,0,1
40,0.001223545,9,18,0,1,0,1
45,0.85185414,2,20,0,0,0,1
38,0.767698454,2,22,1,0,0,1
37,0.002599219,1,24,0,1,0,1
40,0.787671425,2,24,0,0,0,1
45,0.000291902,1,23,0,1,0,1
45,0.922897056,1,18,1,1,0,1
45,0.968859336,1,17,0,0,0,1
40,0.186954101,2,20,0,0,0,1
39,0.862362012,2,24,0,1,0,1
39,0.006557389,1,23,0,0,0,1
43,0.30509338,2,24,0,1,0,1
38,0.335969277,1,23,0,1,0,1
42,0.907425801,2,13,1,1,0,1
39,0.388049722,1,23,1,1,0,1
39,0.978340607,3,23,0,0,0,1
44,0.892320014,4,23,0,1,0,1
42,0.88760718,1,23,0,0,0,1
48,0.325927671,2,24,0,1,0,1
37,0.797687984,1,20,0,0,0,1
41,0.045675562,0,23,1,0,0,1
31,0.356705954,2,18,0,0,0,1
40,0.105775872,2,22,0,1,0,1
39,0.335004338,4,19,0,1,0,1
47,0.255808312,4,22,1,1,0,1
33,0.1826962,1,13,0,1,0,1
52,0.307593026,1,19,0,1,0,1
47,0.940819772,1,16,0,1,1,1
47,0.900778375,5,23,0,1,0,1
40,0.661041156,1,22,0,1,0,1
36,0.99938398,6,15,0,0,0,1
42,0.288617485,1,24,1,1,0,1
39,0.871559125,1,24,1,0,0,1
50,0.308673757,1,24,0,1,0,1
34,0.477704363,2,18,1,0,0,1
33,0.579608049,0,20,0,0,0,1
46,0.888335756,1,24,0,1,0,1
48,0.000864833,6,21,1,1,0,1
36,0.323287846,1,23,1,1,0,1
50,0.123709341,2,20,0,1,0,1
36,0.243889535,5,15,0,1,0,1
46,0.030548395,1,23,0,0,0,1
31,0.69466093,4,23,1,1,0,1
37,0.196787437,2,23,0,0,0,1
34,0.23141049,2,12,1,0,0,1
35,0.020490325,0,21,1,1,0,1
39,0.074204304,2,23,0,0,0,1
34,0.953201971,1,21,1,0,0,1
47,0.952902868,2,21,0,1,0,1
30,0.062639331,1,19,0,0,0,1
33,0.240308096,3,24,0,1,0,1
50,0.3921899,0,24,0,0,0,1
52,0.117343622,6,16,0,1,0,1
41,0.02501673,2,19,0,1,0,1
35,0.981817583,3,11,0,0,0,1
35,0.837072185,3,16,0,1,0,1
34,0.416127023,0,22,0,1,0,1
36,0.294559372,2,20,1,1,0,1
42,0.654886974,2,20,0,0,0,1
31,0.948125724,2,23,1,0,0,1
35,0.032023152,4,24,1,1,0,1
46,0.073594493,1,24,0,1,0,1
39,0.523866309,4,24,0,1,0,1
37,0.135908544,1,15,0,0,0,1
43,0.883841801,2,22,0,0,1,1
50,0.405129724,2,22,0,1,0,1
40,0.690761835,3,24,0,0,0,1
32,5.12E-06,1,23,0,1,0,1
29,0.582964308,7,22,0,1,0,1
41,0.910786692,6,20,0,1,0,1
42,0.737635383,6,24,0,0,0,1
45,0.375431158,0,23,0,1,0,1
24,0.501903926,6,21,0,1,1,1
40,0.589956805,1,24,0,1,0,1
37,0.958441653,1,19,0,1,0,1
43,0.700211189,3,22,0,1,0,1
49,0.079461003,1,23,0,0,0,1
30,0.456863989,2,23,0,0,0,1
37,0.988046535,3,22,0,0,0,1
29,0.443367048,2,21,0,0,0,1
30,0.596762298,0,23,0,1,0,1
29,0.637006285,3,24,1,1,0,1
41,0.711777189,2,24,0,1,0,1
45,0.368521796,2,23,0,1,0,1
40,0.033994208,0,19,0,1,0,1
37,0.740037235,1,24,0,1,0,1
50,0.96794563,3,23,0,1,0,1
37,0.43739051,2,24,0,1,0,1
45,0.358485801,2,20,1,1,0,1
37,0.066105531,7,18,0,0,0,1
47,3.90E-06,3,20,0,1,0,1
45,0.50056291,1,24,1,1,0,1
42,0.102147745,2,23,0,1,0,1
32,0.330633702,1,21,0,0,0,1
49,0.980330839,8,21,0,1,0,1
34,0.001662824,2,12,1,0,0,1
36,0.084240237,2,22,0,1,0,1
38,0.067491081,2,22,0,0,1,1
44,0.455957563,3,12,1,0,0,1
37,0.807028206,0,24,0,0,0,1
32,0.254293501,1,22,0,1,0,1
35,0.716907689,0,22,0,1,0,1
40,0.040305092,1,21,0,0,0,1
44,0.183830085,1,24,0,1,0,1
44,0.002280232,5,10,0,1,0,1
37,0.119219192,3,22,0,1,0,1
29,0.00722849,2,22,0,1,0,1
42,0.315265823,1,23,0,1,0,1
50,0.016645826,1,23,0,0,0,1
48,0.25653291,1,23,0,1,0,1
35,0.378669776,1,11,0,1,0,1
39,0.519347149,1,19,0,0,0,1
40,0.996174276,2,18,0,1,0,1
39,0.229633734,3,15,0,1,0,1
39,0.26982282,3,24,1,1,0,1
39,0.825688296,2,24,0,1,0,1
35,0.430009673,1,23,0,1,0,1
37,0.381845537,1,14,0,0,0,1
38,0.869946724,1,24,0,1,0,1
39,0.636824336,2,22,0,1,1,1
44,0.228264754,3,21,1,1,0,1
41,0.700915275,1,19,0,1,0,1
45,0.774521508,1,16,0,0,0,1
44,0.607864982,1,19,0,0,0,1
46,0.916624461,2,23,1,0,0,1
53,0.0984977,3,23,0,1,0,1
40,0.425080033,2,22,0,0,0,1
46,0.409914749,2,21,0,1,0,1
32,0.99290769,1,17,1,1,0,1
34,0.970282632,3,23,0,1,0,1
44,0.15987447,2,18,0,1,0,1
33,0.660877937,0,10,1,1,0,1
48,0.372095879,3,18,0,0,0,1
39,0.695205871,4,24,1,1,0,1
33,2.95E-06,3,19,0,0,0,1
31,0.855954086,1,24,1,0,0,1
38,0.806112371,3,21,0,1,0,1
50,0.880172136,2,18,0,1,0,1
33,0.129951131,1,15,0,1,0,1
35,0.756110988,4,23,0,0,0,1
41,0.586462132,2,23,1,1,0,1
43,0.882024527,1,23,0,1,0,1
40,0.5886507,3,23,0,0,0,1
53,0.110283716,0,24,0,1,0,1
48,0.000134759,3,22,0,0,0,1
46,0.385751245,2,22,1,0,0,1
36,0.758649558,1,24,1,0,0,1
46,0.408681294,2,22,0,1,0,1
30,0.217554464,1,23,0,1,0,1
40,0.817447032,8,16,0,1,0,1
41,0.693237529,3,22,0,0,0,1
37,0.092995042,4,22,0,0,0,1
30,0.930828759,0,24,0,1,0,1
38,0.517233653,2,24,0,1,0,1
51,0.924211749,4,24,0,1,0,1
49,0.995972975,3,12,0,1,0,1
40,0.988729866,0,10,1,0,0,1
42,0.00478769,2,20,0,1,0,1
41,0.996995051,0,19,0,1,0,1
43,0.977834316,3,20,1,1,0,1
46,0.264207445,3,18,1,0,0,1
32,0.171683536,2,18,1,1,0,1
43,0.949672084,4,14,1,1,0,1
44,0.529643189,2,23,0,1,0,1
33,0.783486244,1,19,0,1,0,1
50,0.962825572,4,21,1,0,1,1
28,0.992584,1,23,1,0,0,1
48,0.201442079,1,21,0,1,0,1
39,0.985383788,3,24,0,1,0,1
44,0.974145404,4,16,0,1,0,1
34,0.004024075,0,18,0,1,0,1
40,0.619961013,1,17,1,1,0,1
33,0.050608582,2,24,1,1,0,1
40,0.540486575,1,22,1,1,0,1
45,0.005544398,3,24,0,0,0,1
45,0.012779989,2,24,0,1,0,1
37,0.707465655,2,15,0,0,0,1
35,0.276275224,2,22,1,1,0,1
49,0.980893823,0,23,1,1,0,1
43,0.036039694,0,24,1,1,0,1
37,0.060929016,4,22,0,1,0,1
42,0.248118782,3,18,0,1,0,1
43,0.625998974,3,22,0,1,0,1
47,0.971210427,1,21,0,1,0,1
54,0.929797453,6,15,0,1,0,1
37,0.366126871,1,22,0,1,0,1
39,0.544076798,0,22,0,1,0,1
32,0.988857497,0,24,0,0,0,1
32,0.815009954,1,22,0,0,0,1
32,0.755016542,2,23,0,1,0,1
41,0.084226107,2,20,0,1,0,1
36,0.851265624,1,12,0,0,0,1
46,0.067336186,1,23,0,1,0,1
41,0.002086235,1,24,1,1,0,1
48,0.005692316,2,19,1,1,0,1
32,0.9949633,3,19,1,1,0,1
46,0.991179629,1,21,1,1,0,1
43,0.100055728,5,22,0,1,0,1
40,0.154151422,2,23,0,1,0,1
41,0.035734693,1,23,1,1,0,1
40,0.509884116,1,18,0,0,0,1
44,0.875068269,3,20,0,1,0,1
33,0.000409371,4,22,0,1,0,1
44,0.741248291,0,20,0,1,0,1
36,0.54760809,1,24,0,1,0,1
39,0.622775474,1,23,0,1,0,1
39,0.035151653,3,21,0,0,0,1
40,0.203611228,0,24,0,1,0,1
30,0.371619852,3,19,0,1,0,1
49,0.859778685,2,21,1,1,0,1
43,0.035231477,2,21,0,1,0,1
41,0.883482672,5,17,0,1,0,1
35,0.001654798,1,21,1,1,0,1
33,0.922394352,2,24,0,1,0,1
39,0.067722701,4,23,1,0,0,1
48,0.292547977,0,19,1,1,0,1
30,0.092969517,3,15,0,1,0,1
28,0.534737177,3,24,0,0,1,1
47,0.642402901,1,21,0,1,0,1
41,0.260922159,1,23,0,1,0,1
42,0.181081541,3,21,0,1,0,1
39,0.721794595,1,24,0,1,0,1
33,0.645208671,3,11,0,1,1,1
34,0.05585435,5,22,0,1,0,1
42,0.857273504,1,24,1,1,0,1
46,0.866468345,2,19,0,1,0,1
45,0.002286141,1,20,0,1,0,1
42,0.969048487,3,17,0,0,0,1
43,0.993691825,1,23,0,0,0,1
43,0.016082194,2,18,0,1,0,1
40,0.721021178,2,24,0,0,0,1
41,0.037628456,1,21,0,1,0,1
49,0.897660106,1,24,0,1,0,1
47,0.56938469,5,14,1,0,0,1
34,0.062926442,1,18,0,1,0,1
43,0.722520781,3,23,1,0,0,1
38,0.456827066,3,24,1,0,0,1
34,0.980892387,2,15,0,1,0,1
38,0.00042231,2,24,0,1,0,1
61,0.180806937,2,23,0,1,0,1
43,0.995833171,1,18,0,0,0,1
36,0.358265562,1,21,1,0,0,1
39,0.855885353,1,20,1,1,0,1
36,0.827120925,1,24,0,0,0,1
42,0.996271888,2,24,1,1,0,1
50,0.000147765,1,17,1,1,0,1
38,0.051666788,1,20,0,1,0,1
34,0.76809161,2,20,0,0,0,1
35,0.393080218,2,21,0,1,0,1
38,0.542890054,1,19,0,1,0,1
36,0.633496681,2,19,1,1,0,1
39,0.371257418,2,21,1,1,0,1
42,0.797353254,2,18,0,0,0,1
33,0.004389115,2,23,0,0,0,1
43,0.707055036,6,19,0,1,0,1
41,0.334664819,2,21,0,1,0,1
47,0.492185884,1,23,0,1,0,1
46,0.931328476,3,14,0,1,0,1
28,0.218001787,3,24,0,1,0,1
36,0.564801345,2,24,0,1,0,1
48,0.326136807,1,23,0,1,0,1
34,0.999644866,4,23,0,1,0,1
38,0.474253297,1,22,1,1,0,1
37,0.684413748,1,23,0,0,0,1
40,0.001686328,2,13,0,0,0,1
33,0.019431768,4,24,0,1,0,1
39,0.014502322,6,19,0,1,0,1
47,0.997801634,1,15,1,1,0,1
40,0.884999474,2,22,0,0,0,1
49,0.855474895,2,21,0,1,0,1
41,0.997048443,1,24,0,1,0,1
38,0.842728598,1,21,0,0,0,1
41,0.876442952,1,21,0,1,0,1
29,0.272158147,1,20,1,0,0,1
38,0.045299624,2,23,1,1,0,1
32,0.291514653,0,17,1,1,0,1
51,0.171668066,3,24,0,1,0,1
48,0.220606258,2,23,0,0,0,1
29,0.00313982,2,24,0,1,0,1
43,0.996888171,2,20,0,0,0,1
43,0.610834175,2,24,1,1,0,1
39,0.092485511,1,23,1,1,0,1
50,0.940462294,3,23,0,1,0,1
33,0.984900074,1,20,0,0,0,1
41,0.266274456,4,20,0,1,0,1
42,0.96924279,3,23,0,0,0,1
36,0.303505724,5,22,1,1,0,1
46,0.99924648,0,13,0,0,0,1
41,0.004759001,1,22,0,1,0,1
42,0.000771394,3,21,0,0,0,1
35,0.679757828,1,16,1,0,0,1
41,0.577694193,8,22,0,0,0,1
52,0.711762894,3,23,1,1,0,1
50,0.364091297,2,19,1,0,0,1
52,0.018016687,1,23,0,0,0,1
43,0.209610887,1,23,0,1,0,1
40,0.945227957,1,22,0,1,0,1
46,0.014231891,1,20,1,0,0,1
35,0.002079158,3,23,0,1,0,1
37,0.995527319,1,24,0,1,0,1
48,0.952693353,1,23,0,1,0,1
37,0.847620525,0,21,0,0,0,1
29,2.34E-08,1,24,1,0,0,1
48,0.828658132,3,24,0,1,0,1
34,0.065821909,1,20,0,1,0,1
44,0.023617662,2,24,0,0,0,1
47,0.945958861,1,24,0,0,0,1
38,0.9984323,3,18,0,1,0,1
47,0.776907018,1,21,0,0,0,1
36,0.165610316,2,13,1,1,0,1
33,0.116358142,1,23,0,1,0,1
43,0.397140549,2,23,0,0,0,1
43,0.661578297,1,24,0,0,0,1
39,0.289882979,4,12,0,0,0,1
36,0.930888298,3,24,0,0,0,1
50,0.531194934,1,24,1,1,0,1
38,0.969642004,1,15,0,1,0,1
43,0.004622502,1,16,0,0,0,1
34,0.443749922,1,24,1,0,0,1
43,0.00214297,3,22,1,1,0,1
39,0.169824583,1,24,0,1,0,1
40,0.507063369,0,23,0,1,0,1
41,0.500625674,0,17,0,1,0,1
42,0.735600671,2,24,0,1,0,1
43,0.002288624,2,24,1,0,0,1
40,0.576502315,1,14,1,1,0,1
30,0.169272389,2,19,0,0,0,1
33,0.575361404,4,24,0,1,1,1
43,0.615531427,2,23,0,1,0,1
43,0.266294463,2,20,1,1,0,1
46,0.57885242,1,16,1,1,0,1
43,0.124017402,2,20,0,1,0,1
29,0.075962409,2,23,1,1,0,1
34,0.760804282,3,24,0,0,0,1
47,0.986674307,2,23,1,1,0,1
35,0.208526665,4,23,0,1,0,1
36,0.987939723,1,24,0,1,0,1
41,0.042737062,1,19,0,1,0,1
35,0.997114896,4,22,1,1,0,1
40,0.198485,4,24,0,1,0,1
30,0.556701392,2,16,0,0,0,1
40,0.383244907,1,24,0,0,0,1
29,0.975805335,0,21,1,1,0,1
30,0.988278392,2,23,0,1,0,1
39,0.387832191,3,23,0,0,1,1
40,0.02165657,2,18,0,0,0,1
41,0.069432477,1,19,0,0,0,1
42,0.131936764,3,14,1,1,0,1
36,0.00601958,7,23,1,0,0,1
41,0.069583267,1,24,0,1,0,1
38,0.000791557,3,20,0,1,0,1
42,0.961896595,4,22,0,1,0,1
37,0.305060017,3,23,1,1,0,1
33,0.148588841,1,15,0,0,0,1
32,0.997794744,2,24,1,1,0,1
42,0.99901468,0,20,0,0,0,1
47,0.842024684,1,24,0,1,0,1
35,0.046381062,2,14,0,1,0,1
31,0.037124739,2,23,1,1,0,1
43,0.654218879,2,18,0,0,0,1
45,0.072035562,2,19,0,1,0,1
36,0.192989033,1,24,0,0,0,1
44,0.454615431,1,24,1,1,0,1
39,0.851809595,2,22,1,0,0,1
44,0.832682763,2,19,1,0,0,1
45,0.607763003,2,23,0,1,0,1
38,0.676039881,0,24,1,1,0,1
41,0.088536585,4,21,0,1,0,1
41,0.209423387,2,20,0,0,0,1
30,0.968465918,2,16,0,1,0,1
30,0.007971195,0,15,1,1,0,1
35,0.131242482,2,12,0,1,0,1
59,0.708787272,2,24,0,1,0,1
32,0.223967245,0,20,1,1,0,1
42,0.322272019,4,24,0,0,0,1
51,0.106008854,0,20,0,1,0,1
37,0.858276367,1,22,1,0,0,1
40,0.111232453,3,22,0,1,0,1
44,0.319656161,3,24,0,1,0,1
32,0.787712938,3,23,0,1,0,1
40,0.752281598,3,22,0,1,1,1
43,0.962078518,2,23,0,0,0,1
28,0.383085144,2,20,1,1,0,1
41,0.849268546,1,14,1,0,0,1
43,0.993537939,4,21,0,0,0,1
38,0.023508142,0,21,0,1,0,1
43,0.720684971,2,18,0,1,0,1
53,0.917891668,0,23,0,1,0,1
39,0.659398377,0,23,0,0,0,1
41,0.98749752,0,23,0,0,0,1
44,0.272182489,3,23,1,1,0,1
29,0.024766511,3,23,0,1,0,1
37,0.004367354,3,17,0,0,0,1
38,0.883462171,1,14,0,1,0,1
32,0.844132074,0,17,0,1,0,1
49,0.794435841,1,19,0,1,0,1
30,0.007625279,2,24,1,1,0,1
48,0.688596916,1,24,0,1,0,1
40,0.201275832,0,24,0,0,0,1
34,0.322362454,1,18,0,1,0,1
34,0.982329543,0,16,0,1,0,1
40,0.61838708,0,22,0,1,0,1
37,0.159950415,2,15,0,1,0,1
51,0.854045425,4,24,0,1,0,1
39,0.125281463,4,21,0,1,0,1
37,0.858820784,0,15,0,1,0,1
40,0.057371059,0,24,0,1,0,1
54,0.8875603,1,20,0,1,0,1
38,0.204240392,1,21,1,1,0,1
42,0.967496774,1,23,0,1,0,1
38,0.500909796,2,17,0,0,1,1
34,0.828315113,3,19,0,0,0,1
37,0.092154502,2,22,1,0,0,1
38,0.644176529,2,24,0,1,0,1
42,0.264501663,3,23,1,1,0,1
41,0.407398828,1,22,0,1,0,1
50,0.217664392,2,20,0,0,0,1
46,0.065874617,1,22,1,1,0,1
36,0.231240214,1,14,0,1,0,1
26,0.991171953,2,24,0,1,1,1
34,0.089181064,0,22,1,0,0,1
41,0.193923734,2,23,0,1,0,1
47,0.004620675,4,19,0,1,0,1
42,0.001613308,1,24,0,0,0,1
43,0.001048753,0,22,0,1,0,1
45,0.022904307,2,20,0,1,0,1
32,0.982499249,2,21,0,1,1,1
45,0.27147893,1,23,0,0,0,1
29,0.070068737,0,19,1,0,0,1
43,0.077726557,1,19,1,1,0,1
38,0.255724104,2,22,0,1,0,1
45,0.999769355,2,14,0,0,0,1
45,0.975475974,1,19,0,1,0,1
44,0.708161065,1,17,0,1,0,1
37,0.979345512,1,22,0,1,0,1
34,0.008152577,1,18,1,0,0,1
44,0.413847485,1,23,0,1,0,1
47,0.768115977,1,21,0,1,0,1
40,0.858272023,2,24,0,1,0,1
36,0.720893814,1,21,0,0,0,1
44,0.657977148,3,18,0,1,0,1
36,0.328015809,1,24,1,1,0,1
56,0.151590788,1,24,1,1,0,1
43,0.982552695,2,22,0,0,0,1
45,0.081914077,1,23,0,1,0,1
44,0.130078649,2,21,1,0,0,1
43,0.026742954,2,18,0,1,0,1
45,0.240974528,0,24,0,0,0,1
35,0.790506441,2,24,0,0,0,1
33,0.73767736,1,23,0,0,0,1
44,0.403954549,2,24,1,0,0,1
47,0.250466614,2,21,0,0,0,1
34,0.979462423,3,24,0,0,0,1
41,0.807322621,0,19,0,1,0,1
39,0.928651586,1,24,0,1,0,1
38,0.076784328,5,20,0,0,0,1
39,0.521867708,0,17,0,1,0,1
45,0.029584063,4,19,0,0,0,1
33,0.91851992,1,19,0,1,1,1
29,0.052714159,2,23,0,0,1,1
39,0.079755346,2,23,0,0,0,1
35,0.022797194,3,24,0,0,1,1
37,0.726891251,1,24,1,1,0,1
39,0.443344847,1,24,0,1,0,1
36,0.246036404,3,24,0,0,0,1
36,0.492684399,2,22,0,1,0,1
34,0.606809551,2,20,1,1,0,1
35,0.436772608,1,23,0,1,0,1
25,0.722532488,2,24,1,1,0,1
47,0.573096345,2,22,0,1,0,1
36,0.269565861,1,21,0,1,0,1
38,0.018739038,1,23,0,1,0,1
43,0.430892717,4,24,0,1,0,1
30,0.830430901,1,24,0,0,0,1
34,0.10969616,0,15,0,0,0,1
30,0.355556987,1,20,0,0,1,1
39,0.050425815,2,23,0,1,0,1
43,0.587896897,2,21,0,1,0,1
52,0.951328876,2,24,0,0,0,1
39,0.971098314,2,20,0,0,0,1
38,0.165983607,3,14,0,1,0,1
39,0.945116542,1,21,0,1,0,1
44,0.895625091,3,19,0,1,0,1
28,0.297826603,2,23,0,1,0,1
41,0.360163356,1,19,0,0,0,1
42,0.446965023,3,24,0,1,0,1
44,0.716451098,2,19,1,1,0,1
48,0.001738231,3,24,0,1,0,1
45,0.903453155,1,20,1,1,0,1
32,0.938482123,1,24,0,0,0,1
37,0.713386765,2,23,0,0,0,1
35,0.577602685,1,22,0,1,0,1
43,0.277914914,3,23,0,1,0,1
33,0.98767097,1,23,0,1,0,1
34,0.781381318,3,12,0,1,0,1
38,0.999661169,2,23,0,0,0,1
32,0.966577283,4,20,0,1,1,1
41,0.120555555,2,20,0,0,0,1
35,0.805220994,1,23,0,1,0,1
41,0.765000009,3,24,0,1,0,1
43,0.253333957,3,21,0,1,0,1
39,0.842686831,2,12,0,0,0,1
38,0.638410944,0,22,0,1,0,1
36,0.888760415,2,22,0,1,0,1
40,0.224484679,2,22,0,1,0,1
36,0.812962354,2,23,1,1,0,1
42,0.714362919,5,23,0,1,0,1
44,0.789634585,2,22,0,0,0,1
38,0.3664305,0,23,0,0,0,1
26,0.000459387,2,23,0,1,1,1
41,0.661672344,1,19,1,1,0,1
28,0.228489101,3,17,0,0,0,1
36,0.971566196,2,24,0,0,0,1
42,0.000199057,4,22,0,0,0,1
35,0.302886371,6,18,0,1,0,1
38,0.610531972,2,24,0,1,1,1
34,0.499571056,1,16,0,0,0,1
31,0.306466175,2,24,0,1,0,1
34,0.957647838,0,21,0,1,0,1
38,0.220008104,1,13,1,1,0,1
55,0.474050688,2,23,0,1,0,1
43,0.168243905,1,20,0,0,0,1
37,0.088490717,6,17,0,1,0,1
41,0.484696021,5,13,0,0,0,1
42,0.001312901,2,21,0,1,0,1
39,0.001671033,1,24,0,1,0,1
45,0.217681199,1,22,0,0,0,1
39,0.070549841,1,19,0,1,0,1
34,0.998588248,1,20,0,1,0,1
50,0.666948597,1,10,0,1,0,1
41,0.740516927,1,20,0,1,0,1
41,0.610031565,4,24,0,0,0,1
44,0.697079354,2,20,0,0,0,1
37,0.996656232,2,13,0,1,0,1
